merge_label,Zip5,delta_hhi,acquiror_share,target_share,merge_id,-5,-4,-3,-2,-1,0,1,2,3,4,5
Starwood Waypoint - Invitation Homes,28213,0,0,0,4,11.6306648582503,11.587211087233,11.6426044463717,10.9814010425685,10.5836517504892,11.0435447715906,11.5545913566691,11.5913307471749,,,
Starwood Waypoint - Invitation Homes,28214,0,0,0,4,20.4984360992187,25.4984089891781,26.5607376325137,27.0425617601068,27.2977924535737,28.0760488778066,30.2026811595107,30.1818994237406,,,
Starwood Waypoint - Invitation Homes,28215,0,0,0,4,7.4032179271864,9.75035188135215,10.2431273482538,10.380657494105,10.234693877551,10.2039288872006,10.3702390350229,10.1334491687931,,,
Starwood Waypoint - Invitation Homes,28216,0,0,0,4,3.7488358101098,4.30785492016599,4.95746289283269,5.28676584277845,5.55396805466525,5.47246899889952,5.84773175542406,5.81694270576415,,,
Starwood Waypoint - Invitation Homes,28226,0,0,0,4,3.50910879287889,3.69514652228368,3.54910414594957,3.648,3.63569488456315,3.73936079537875,3.86802351095881,3.72100451151835,,,
Starwood Waypoint - Invitation Homes,28227,0,0,0,4,18.7540598860926,21.1728963179037,21.2673678320242,22.2379137774303,21.8976162998748,22.3248709731827,27.4853222395638,27.392547859888,,,
Starwood Waypoint - Invitation Homes,28262,0,0,0,4,6.93570354980966,8.188759481597,10.1895658493427,9.76369983150171,9.74343169104364,10.4867407315601,10.9779336510751,11.0678422852724,,,
Starwood Waypoint - Invitation Homes,28269,0,0,0,4,9.26055586291439,13.0085448920525,15.0657677505095,15.1597992266949,17.3177941131422,19.0548101474269,22.4933607285479,22.5894681948721,,,
Starwood Waypoint - Invitation Homes,28273,0,0,0,4,10.5293115555566,12.2821927641297,17.87453955716,20.3238795933705,23.4113430391026,26.6147268890311,29.3121501156478,29.3971688081643,,,
Starwood Waypoint - Invitation Homes,28277,0,0,0,4,3.02651095260354,3.16316403502979,3.23902336942313,3.52791050590636,3.59607848208733,3.638195270181,3.815599782824,3.85408343664058,,,
Starwood Waypoint - Invitation Homes,28278,0,0,0,4,42.5424941585172,41.8661015267003,32.3866978563905,30.0564992872657,29.2137304887465,29.8231046342695,30.6961347647853,30.7125508535642,,,
Starwood Waypoint - Invitation Homes,28412,0,0,0,4,5.29677036354847,5.14773025685479,4.96478508801388,4.72839479255517,4.55507831014624,4.4176453395685,4.26194826540094,4.25519260380251,,,
Starwood Waypoint - Invitation Homes,28451,0,0,0,4,6.06069197728717,5.07636482772458,5.25159862484398,4.19677778440162,3.65681704831629,2.79208830433356,2.76357281494127,2.53915057755758,,,
Starwood Waypoint - Invitation Homes,28462,0,0,0,4,1.84503325070793,1.80242517817351,2.40213463445499,2.19104318982196,2.10359045613769,2.03254062658045,2.52118800716288,2.52328469023191,,,
Starwood Waypoint - Invitation Homes,30005,0,0,0,4,10.1781524773567,7.22501914643794,7.48983953683929,7.39269296327543,7.62598705409895,7.61051269003529,7.45223512975726,7.42057961770166,,,
Starwood Waypoint - Invitation Homes,30008,0,0,0,4,5.33538787908664,5.58344531040043,6.21556247840331,6.70928336249815,7.04466561179431,8.51054650952732,7.86022469990175,7.86489194999405,,,
Starwood Waypoint - Invitation Homes,30009,0,0,0,4,14.1473759295179,13.873710812103,13.7575139169468,13.967065264497,16.0102498215633,15.9453000231444,15.493946979558,15.2905658411164,,,
Starwood Waypoint - Invitation Homes,30011,0,0,0,4,20.8391182650402,20.579168306441,21.1602441227664,22.3500780448141,22.7870073649294,22.7013941863431,26.5518823781669,26.614862584347,,,
Starwood Waypoint - Invitation Homes,30013,0,0,0,4,30.6383010087494,29.3119344006168,24.6325021066758,25.8056362966693,24.7735626311377,23.1744500132163,22.4258209689766,22.0593764627343,,,
Starwood Waypoint - Invitation Homes,30014,0,0,0,4,9.08160504896692,8.67211118633654,8.23144152081637,8.62542834279717,9.95048879683075,9.12354540884325,7.67870785866221,7.57541295170583,,,
Starwood Waypoint - Invitation Homes,30016,0,0,0,4,8.07533694814105,6.82446834431923,6.65925978464616,7.32524545957933,9.41377211046749,9.26841658164641,7.62694032401383,7.8653362117304,,,
Starwood Waypoint - Invitation Homes,30017,0,0,0,4,32.500474363299,49.812224918856,49.2382218891509,44.4304755456156,44.3608420094912,44.4401761698023,44.5480483666357,44.6247203826491,,,
Starwood Waypoint - Invitation Homes,30019,0,0,0,4,5.45693808455977,5.77444882757238,6.59873255407774,7.15457070167939,7.24086880109615,7.43159258416344,7.67578651272368,7.75642970699061,,,
Starwood Waypoint - Invitation Homes,30022,0,0,0,4,3.55722769380252,3.64782245242505,3.86423722664885,4.08215007570618,4.38740130571911,4.3792188271666,4.36977934807431,4.3555569714736,,,
Starwood Waypoint - Invitation Homes,30024,0,0,0,4,4.03755617113965,4.05517296338981,4.11675151934907,4.13520898556702,3.87569993983988,3.81702596646546,3.75465574267593,3.70284701160154,,,
Starwood Waypoint - Invitation Homes,30028,0,0,0,4,19.3819547558739,29.8340222236536,28.0444537380621,37.8064037516592,31.4038323390832,27.2155057482503,25.1350588373667,24.9761834056207,,,
Starwood Waypoint - Invitation Homes,30032,0,0,0,4,10.2481411806862,11.1696230227733,10.4396767305992,10.4361694746606,10.4151479254176,9.75728940102706,10.8428044877491,10.8590243246091,,,
Starwood Waypoint - Invitation Homes,30034,0,0,0,4,6.55897917888914,6.88489706577182,7.70580195923175,7.74251911620638,7.99695002074139,7.16772207485367,6.58015468984655,7.37527925653398,,,
Starwood Waypoint - Invitation Homes,30035,0,0,0,4,5.28244829852942,24.3412396182149,24.4169750928522,24.3235119273764,23.8051347719325,14.5820199976296,13.9654293827319,13.9833318793816,,,
Starwood Waypoint - Invitation Homes,30038,0,0,0,4,9.71888705776439,10.9200756991784,10.6084032045842,10.6595019319169,12.3637135713871,7.35403176189061,7.43026454479113,8.04479056996856,,,
Starwood Waypoint - Invitation Homes,30039,0,0,0,4,5.33476096820385,5.72356773509391,6.56160207643791,7.35588906574211,7.85558754371948,8.02188202001871,9.5722445699469,9.59516871668644,,,
Starwood Waypoint - Invitation Homes,30040,0,0,0,4,10.1944367445882,10.1489093325532,10.4436423293978,10.3843794274305,10.1084635437528,9.74219147250954,10.8810050284186,10.5592207982998,,,
Starwood Waypoint - Invitation Homes,30041,0,0,0,4,4.5434025157189,4.56464037959775,4.610661697395,4.22862915484342,3.76795250457368,3.61437530584149,3.21168781027808,3.16170721230832,,,
Starwood Waypoint - Invitation Homes,30043,0,0,0,4,4.36016029762609,4.59046500230767,4.80477464074096,4.99370939640232,5.16798162655926,5.1732903687592,5.28774757462349,5.27917628912754,,,
Starwood Waypoint - Invitation Homes,30044,0,0,0,4,2.66366091479104,2.67133912236852,2.79218741322738,2.85603854775954,2.90693340886391,2.95340539456844,3.0481688990826,3.09921938819452,,,
Starwood Waypoint - Invitation Homes,30045,0,0,0,4,10.7615027796052,11.6509226423309,12.3776240871543,12.8226486793387,13.0115302490156,12.7834460743511,14.3614852380444,14.4440696388748,,,
Starwood Waypoint - Invitation Homes,30046,0,0,0,4,5.87688085344827,5.96939225140398,6.03750242202636,6.16986205505853,6.2432757241351,6.25202160028508,6.547920325276,6.60589245607082,,,
Starwood Waypoint - Invitation Homes,30047,0,0,0,4,3.350609274233,3.36511031322933,3.49826946864397,3.29090708132805,3.26215344293241,3.4504305739827,3.61581211976057,3.59918589585103,,,
Starwood Waypoint - Invitation Homes,30052,0,0,0,4,6.69448781474262,7.15000426004112,8.24773858604122,9.03752697914855,9.82805107147456,10.3393580457938,11.6249470345388,11.6901402200485,,,
Starwood Waypoint - Invitation Homes,30058,0,0,0,4,3.22120573738611,3.47440407624915,3.64840179324331,3.86554111416301,4.03316974416334,4.4333841587478,4.67709992517766,5.47482785384382,,,
Starwood Waypoint - Invitation Homes,30060,0,0,0,4,4.89960321478754,4.73659422501602,5.17201748595435,5.26434989823519,5.29132535181685,5.5396263188471,5.5336246626389,5.48010653964583,,,
Starwood Waypoint - Invitation Homes,30062,0,0,0,4,3.69688519559297,3.79787743187516,3.94035816048175,4.02279822996878,4.12952071814528,4.42706923853021,4.52434152907262,4.5056513979774,,,
Starwood Waypoint - Invitation Homes,30064,0,0,0,4,4.28215078639654,4.30550121093478,4.53601404323515,4.80180465062796,5.17520665859022,5.47891124109929,5.68127262634648,5.4565219068117,,,
Starwood Waypoint - Invitation Homes,30066,0,0,0,4,3.53145091761395,3.96641802690303,4.11696599478424,4.46154289964721,4.57842813984369,5.02010463613475,5.22728256509268,5.22062340561224,,,
Starwood Waypoint - Invitation Homes,30075,0,0,0,4,4.99168250247157,4.41212505576761,4.47549961509986,4.58524761983502,5.01500452195967,5.01183212164012,4.69500197427804,4.60946999157964,,,
Starwood Waypoint - Invitation Homes,30076,0,0,0,4,5.48241916094255,5.80587691352517,6.12246272606641,6.32263048995574,6.64937406033784,6.67468253651063,6.71830466669536,6.71020527430784,,,
Starwood Waypoint - Invitation Homes,30078,0,0,0,4,7.79757859643188,6.5738026368709,7.46872592696121,7.72271259917818,7.80804737999699,7.99645759132715,8.20468388993909,8.20878623188406,,,
Starwood Waypoint - Invitation Homes,30082,0,0,0,4,5.18826128495883,5.29820543967653,5.20085554155151,5.19196235015283,5.36058097027982,5.56827100886917,5.25015973325391,5.24112722177171,,,
Starwood Waypoint - Invitation Homes,30083,0,0,0,4,6.31560009119387,6.59926872721891,7.74629463132709,7.40846522468245,8.02422761579495,7.47793526697246,7.34599698288941,7.83086765844907,,,
Starwood Waypoint - Invitation Homes,30087,0,0,0,4,3.97200506778244,4.10959066307821,4.37205618516135,4.42049243595035,4.53254162367985,4.57360702165659,5.16980733099328,5.24857138658286,,,
Starwood Waypoint - Invitation Homes,30088,0,0,0,4,4.7653313728759,5.10077899396842,5.77781717838201,5.93199782564339,6.3240953869228,6.96623853021248,8.04966352091427,10.0486051672695,,,
Starwood Waypoint - Invitation Homes,30093,0,0,0,4,9.21411298004049,10.784091217282,10.8757554654296,10.8653291112686,10.9196529577325,10.8370821897593,10.8154962503342,10.7959820803995,,,
Starwood Waypoint - Invitation Homes,30094,0,0,0,4,10.9720303106153,12.1452153794304,12.0985625822244,12.0979571242116,11.7591803328655,11.8998924392929,12.2717311906501,12.0838273405927,,,
Starwood Waypoint - Invitation Homes,30096,0,0,0,4,2.77321114919617,2.74197248074346,2.83170619344022,2.83331369733515,2.80043681301119,2.784018613281,2.80742941274218,2.80544290687787,,,
Starwood Waypoint - Invitation Homes,30097,0,0,0,4,4.07036974869623,3.78096293290888,3.69624721845683,3.52781583079956,3.56907925208624,3.49645240324452,3.42141106195166,3.40036864606436,,,
Starwood Waypoint - Invitation Homes,30101,0,0,0,4,10.69661234191,10.5359253468729,10.5478116410093,10.6068769888973,9.74947202859168,8.81572907254861,8.02850975058239,8.10005911779715,,,
Starwood Waypoint - Invitation Homes,30102,0,0,0,4,10.7455322045577,10.7822520592257,5.63316014566632,6.31131093935791,6.01455044233758,5.14072954284595,5.50507352658352,5.62534459407939,,,
Starwood Waypoint - Invitation Homes,30106,0,0,0,4,14.4679057421637,14.3838986682751,15.1077197175615,17.0809072848861,16.3565941341738,16.9569021873227,19.6200372512499,20.3717842782191,,,
Starwood Waypoint - Invitation Homes,30107,0,0,0,4,21.5179387978875,17.3314339981007,18.1709588597344,12.5514073599316,11.1411085086257,11.2145574755493,10.2930589596124,9.26673041890063,,,
Starwood Waypoint - Invitation Homes,30114,0,0,0,4,34.4847158344098,30.1790752841372,32.2607248863371,33.3647368137782,34.4664784561852,31.7850962021221,33.1360967908172,33.4050437800795,,,
Starwood Waypoint - Invitation Homes,30115,0,0,0,4,14.7317889278891,14.792573350857,15.5033005634053,15.3744999546722,14.6462673008402,13.6257280080738,13.8849805109818,13.9389845844511,,,
Starwood Waypoint - Invitation Homes,30120,0,0,0,4,9.0055036656153,9.86769831206644,9.4758744506307,8.36348482579142,7.93271101748123,6.66071925558397,5.83024079893798,5.82639195438843,,,
Starwood Waypoint - Invitation Homes,30122,0,0,0,4,25.8508554381275,25.1522554225448,23.2452861067429,22.3004506813619,22.360113682327,10.0870363389008,11.2568186235857,29.2947480651666,,,
Starwood Waypoint - Invitation Homes,30126,0,0,0,4,4.36760012908315,4.43239709436187,4.70317425805905,5.14169331263034,5.3480176702225,5.22209239959371,4.76016922066356,4.72863537414392,,,
Starwood Waypoint - Invitation Homes,30127,0,0,0,4,3.9596882558452,4.32332461887146,4.72104397506925,5.69183508636893,6.03497746581589,6.75833333333333,7.23933548934129,7.24884927255279,,,
Starwood Waypoint - Invitation Homes,30132,0,0,0,4,45.3312900853928,46.2871482388271,47.7110442317302,48.915091350283,42.9753033552074,40.1584536286866,36.2472909149261,37.1131928989183,,,
Starwood Waypoint - Invitation Homes,30134,0,0,0,4,7.59971047818531,6.51444092349479,8.37110984791586,10.9211476505196,12.3315179168469,9.50502575540718,9.02869028711395,8.79797687293649,,,
Starwood Waypoint - Invitation Homes,30135,0,0,0,4,10.5292284290374,15.1389114303658,15.5775155441428,15.8505858765872,15.9101324371209,13.6879835711904,14.6835767057871,14.5976213836111,,,
Starwood Waypoint - Invitation Homes,30141,0,0,0,4,34.2862546593151,29.4264383661772,38.4821792226696,44.7948550665125,41.9954899562405,30.7049195953214,27.3616874420531,28.7447869699899,,,
Starwood Waypoint - Invitation Homes,30144,0,0,0,4,5.39980604218011,5.8842626410194,6.51182715159506,7.46959891852119,7.86520662766301,8.73144141398593,9.0883271504519,9.17038040409949,,,
Starwood Waypoint - Invitation Homes,30152,0,0,0,4,5.08783939783877,5.20747240969168,5.43143327035491,5.73733992943928,5.98505505518534,6.73861008560185,6.70528782963956,6.68422216804522,,,
Starwood Waypoint - Invitation Homes,30153,0,0,0,4,8.81722229210464,8.79347151357326,8.98518866863356,9.05631305407535,8.90904817414964,7.51531969013759,7.1117166851544,7.0159561047599,,,
Starwood Waypoint - Invitation Homes,30157,0,0,0,4,16.2926759303356,16.391707206596,17.2603755988388,16.7585635971774,15.1256684328542,12.6927506428406,11.8268663497061,11.9854868387059,,,
Starwood Waypoint - Invitation Homes,30161,0,0,0,4,4.32346428478702,4.52088102553553,4.81754254367839,5.06147355391861,5.29295598600527,5.01906720285867,4.75878075525756,4.7424589870434,,,
Starwood Waypoint - Invitation Homes,30168,0,0,0,4,7.46383539482814,7.83698413051961,8.74733917661171,9.97266933874041,9.99084276429076,12.0431604594501,14.8927185344568,14.9095072670035,,,
Starwood Waypoint - Invitation Homes,30179,0,0,0,4,18.1350260288225,19.8428593581417,20.2779717753309,20.5256048105547,21.0520852220746,16.9110616563905,13.9118763187021,13.817905925798,,,
Starwood Waypoint - Invitation Homes,30180,0,0,0,4,30.1339516348974,32.3853513422909,35.1951664863741,36.7877358020108,35.1297845797123,30.7727499808975,27.7838200041613,27.4116894623821,,,
Starwood Waypoint - Invitation Homes,30184,0,0,0,4,12.6158395819143,12.4324990297002,12.2327574694363,11.926723748223,11.5543109532591,11.0256069368778,10.5729432635214,10.4885186180537,,,
Starwood Waypoint - Invitation Homes,30187,0,0,0,4,21.2530430136799,20.1409625200502,20.1853778856901,90.5266033740865,90.6148468783545,68.9122593100645,58.7308330395542,59.2992281947954,,,
Starwood Waypoint - Invitation Homes,30188,0,0,0,4,6.16469606160687,5.37453401896651,5.15449854073396,3.8079199786738,3.83545797961769,3.78764345313468,3.60472419319602,3.64987528642576,,,
Starwood Waypoint - Invitation Homes,30189,0,0,0,4,21.2176103945967,19.5066898043358,16.9428806584362,16.312419910955,12.7668390044041,13.1268044700308,14.2865709697695,14.5182129698867,,,
Starwood Waypoint - Invitation Homes,30213,0,0,0,4,8.27647154279624,9.26685082254815,8.90614605253887,9.67054322798515,10.0778771451197,10.6337510013401,10.4513095713926,10.4439970118223,,,
Starwood Waypoint - Invitation Homes,30215,0,0,0,4,9.68252802459985,7.31813889862246,6.7007479305034,6.70508944318468,6.15850895967755,6.24844420785766,6.11226060996392,6.20443940907261,,,
Starwood Waypoint - Invitation Homes,30228,0,0,0,4,19.7798283674471,22.825817700423,20.4159803016313,21.3001119373079,19.1269142156628,13.5624890197561,11.7890864398659,11.7988918917616,,,
Starwood Waypoint - Invitation Homes,30233,0,0,0,4,5.1785589894389,5.16236108768576,5.90741757415867,5.89395406456642,5.75291324514131,5.34755514666245,4.7117207459619,4.69573635507739,,,
Starwood Waypoint - Invitation Homes,30236,0,0,0,4,10.4279866517669,10.6385452930189,10.8125047260934,8.18662064944579,8.25746052362045,8.39449897710722,7.89801820265766,7.9055365445926,,,
Starwood Waypoint - Invitation Homes,30248,0,0,0,4,40.8821557718374,43.6301349978226,49.3562392640164,48.9799090878514,37.4634535824491,34.4148063519005,20.8313609750124,20.3677663601947,,,
Starwood Waypoint - Invitation Homes,30252,0,0,0,4,15.9697247832324,16.902086839607,15.1447210626884,13.1259901617337,12.1847922448211,9.3823874392329,6.94703770848511,6.49154920040591,,,
Starwood Waypoint - Invitation Homes,30253,0,0,0,4,40.8617725319265,33.0016890191385,32.1929695520149,34.910357696081,29.3004556219989,26.3249557495418,26.4672707027733,22.2643989805453,,,
Starwood Waypoint - Invitation Homes,30263,0,0,0,4,7.21801314850523,6.71602220930377,6.53159956129686,6.39993151433612,5.54119788528751,5.35819702701263,4.57443266993352,4.58105726457341,,,
Starwood Waypoint - Invitation Homes,30268,0,0,0,4,13.2257103624647,13.8178062079503,13.3144408465586,13.0515599531013,13.5004115979146,13.6390358612581,13.2920888888889,13.2579555555556,,,
Starwood Waypoint - Invitation Homes,30281,0,0,0,4,5.97017481239521,4.98446371917594,5.46790227175958,6.0313855938814,6.2145123521701,6.47045912182159,5.95647541866723,6.03766540947513,,,
Starwood Waypoint - Invitation Homes,30288,0,0,0,4,24.2632041859841,24.2684502912696,19.3736107718243,17.1487211891919,17.4322487727697,21.1940055676957,20.8719723183391,21.2945207324629,,,
Starwood Waypoint - Invitation Homes,30291,0,0,0,4,13.7509487574141,14.3282299245317,14.9809330146733,16.5062428129561,16.9988517636293,17.6201583405927,17.2625242400504,17.3322820618205,,,
Starwood Waypoint - Invitation Homes,30294,0,0,0,4,7.55735629017215,6.31647170812527,6.23691726991068,5.98729042763018,6.30682518827619,6.65997940973972,6.74556488718564,7.25095731950364,,,
Starwood Waypoint - Invitation Homes,30296,0,0,0,4,7.04910459207126,7.16644505251841,8.6575041414503,9.94248352788696,8.31594471464239,10.8370361105419,11.1313186661812,11.1296889075023,,,
Starwood Waypoint - Invitation Homes,30310,0,0,0,4,3.59872037766765,3.79219831389356,4.22821784328239,4.41835892508895,4.64815146179579,4.67707239257193,5.03581638171764,4.97400617953112,,,
Starwood Waypoint - Invitation Homes,30315,0,0,0,4,4.0381217329858,4.17202481707892,4.33632671896256,4.45206485182043,4.77173391472894,4.80792340970998,4.56380566804224,4.49883344548021,,,
Starwood Waypoint - Invitation Homes,30316,0,0,0,4,7.3556052199094,7.35853201921323,6.65140823465534,6.59568120732778,6.61306243520617,7.05108069497635,6.19079863466926,6.17214532871972,,,
Starwood Waypoint - Invitation Homes,30318,0,0,0,4,3.74568522516633,3.81750514982268,3.86097033344834,3.95839285173496,4.28466510661182,4.32427446676239,4.26590429060753,4.27112318903069,,,
Starwood Waypoint - Invitation Homes,30331,0,0,0,4,4.19843722355536,4.37226990787898,4.62570295822573,5.08536444992299,5.37371078835743,5.42566101089879,5.47209775631464,5.4363452749998,,,
Starwood Waypoint - Invitation Homes,30337,0,0,0,4,18.0422333491971,18.4898800576773,19.1794274643396,19.980192194657,22.1413460504141,22.092440213484,21.9660137570768,21.8723266001312,,,
Starwood Waypoint - Invitation Homes,30341,0,0,0,4,5.76292080361208,5.74739019515814,5.72777462267559,5.71851675558464,6.36559190585373,6.21433638618709,5.33289546653399,5.31045751633987,,,
Starwood Waypoint - Invitation Homes,30344,0,0,0,4,4.8542162950095,5.13667034379877,5.65548078084078,6.25910003063462,6.58461846741535,6.68967417835077,6.56877618520797,6.4820912640841,,,
Starwood Waypoint - Invitation Homes,30349,0,0,0,4,3.23864480326928,3.88879444201404,3.74787395784304,4.41424907582839,4.55358638917916,4.81194168821297,5.20702801268181,5.25332538061511,,,
Starwood Waypoint - Invitation Homes,30350,0,0,0,4,154.29565033404,153.695899806475,151.293582373103,152.056853695807,153.867521201729,153.277732988654,152.762281311865,152.719023384309,,,
Starwood Waypoint - Invitation Homes,30354,0,0,0,4,8.60768011915207,8.6606440683897,9.16658428077113,9.62323996601751,9.87468323647891,9.87562178752672,10.2562205771469,10.2282239975489,,,
Starwood Waypoint - Invitation Homes,30504,0,0,0,4,54.3687097711523,45.3182943367137,36.4720227611435,23.9938646208875,15.7880125177121,13.94672796106,12.3764913564181,12.1350761569921,,,
Starwood Waypoint - Invitation Homes,30507,0,0,0,4,14.1475971150658,7.33437602999981,26.5967857277278,23.4056484997736,19.9407666982853,14.9415942959135,14.5027862602005,11.2800701966824,,,
Starwood Waypoint - Invitation Homes,30517,0,0,0,4,22.9435989645334,23.5236641362438,23.9868703446535,17.7135364846902,13.1356048353938,10.3374216721731,10.0548689537609,9.98315822255733,,,
Starwood Waypoint - Invitation Homes,30518,0,0,0,4,7.22675057236628,4.10497490830501,4.27505292415586,4.22405535737878,4.19616994312458,4.41958137908869,4.21443159802006,4.19718309859155,,,
Starwood Waypoint - Invitation Homes,30519,0,0,0,4,14.3609427674276,14.1501702146165,11.8804476093991,8.05947549909613,8.12173697835606,8.11342197115153,8.34782511200533,8.32320266571179,,,
Starwood Waypoint - Invitation Homes,30542,0,0,0,4,7.71876786429355,8.12683337416222,7.8388239404661,6.99688342893661,7.28744862873545,6.47423435160379,6.06857329850317,6.00422241146648,,,
Starwood Waypoint - Invitation Homes,30566,0,0,0,4,23.7087166710156,24.1220063489232,24.9373783128977,25.6863382651565,35.1766588921405,35.5560899766222,34.8197142815267,34.6849646461409,,,
Starwood Waypoint - Invitation Homes,30620,0,0,0,4,17.4563943224349,25.0181646290033,29.2884427638187,28.2887725892151,26.5220034514,19.8845684454191,18.6785279135656,18.6675234340739,,,
Starwood Waypoint - Invitation Homes,30680,0,0,0,4,16.1267643614398,18.1061799553522,15.9092656670511,13.8760321610975,12.2134226651756,10.3493649223465,9.55729133636023,9.51755237853307,,,
Starwood Waypoint - Invitation Homes,32034,0,0,0,4,3.62973173476819,3.66355158298997,3.64892761273853,3.69029868867443,3.66713856628773,3.7121027437194,3.59250495483237,3.3906511361267,,,
Starwood Waypoint - Invitation Homes,32065,0,0,0,4,9.93612956550434,12.7523962921647,13.8137757791542,14.4717870653133,13.80813041582,14.6957270660532,14.8246455959958,14.7691470407062,,,
Starwood Waypoint - Invitation Homes,32068,0,0,0,4,5.07371858077192,5.67772505924269,6.20978217493402,6.7022863345121,6.89308599396265,7.42884392124843,7.72494750603224,7.69884648511135,,,
Starwood Waypoint - Invitation Homes,32082,0,0,0,4,1.70901082819129,1.7226614817672,1.72434317328471,1.7072482610093,1.71773039792795,1.69298352326703,1.72381933022485,1.65894820546531,,,
Starwood Waypoint - Invitation Homes,32114,0,0,0,4,7.34948137326516,7.5153169912796,7.54385448884674,7.50323565160867,7.59166997837384,7.84710371473117,8.08024785583137,8.05565907087084,,,
Starwood Waypoint - Invitation Homes,32168,0,0,0,4,6.99144465555635,6.96216090608158,6.83406830549822,6.71911866708845,5.50228374558736,5.68293141282282,4.41941637663592,3.44966382173479,,,
Starwood Waypoint - Invitation Homes,32176,0,0,0,4,2.15431062847031,2.15578126183682,2.15054870773555,2.15069721517416,2.14599609375,2.11642787084338,2.13986359091633,2.13919935981042,,,
Starwood Waypoint - Invitation Homes,32210,0,0,0,4,2.81574650772773,3.73949820942151,3.98201019086068,3.99758343554081,3.9643939979558,3.7061485930438,3.53685456944357,3.50318712399498,,,
Starwood Waypoint - Invitation Homes,32259,0,0,0,4,3.680230307333,6.02893054611269,6.41969166516539,6.40344893238269,6.44896214468338,6.34120275823785,6.59390755822248,6.56232976011167,,,
Starwood Waypoint - Invitation Homes,32459,0,0,0,4,3.2784805611151,2.07754709075501,1.52908991778479,1.38710452982068,1.26212190787373,1.18635693435741,1.18161624667923,1.18155291246748,,,
Starwood Waypoint - Invitation Homes,32505,0,0,0,4,3.79962341023538,3.87183416263494,4.11723756302698,4.16153249399597,4.19719354175778,4.2905849040437,4.43381777760788,4.54341895744605,,,
Starwood Waypoint - Invitation Homes,32507,0,0,0,4,2.47753983306241,2.47385951529978,2.66131846790487,2.63112179307426,2.5464716508362,2.64896591208656,3.40747818188224,3.39920802962972,,,
Starwood Waypoint - Invitation Homes,32701,0,0,0,4,7.71788635723544,7.96282610753052,7.67602747470179,7.45442875146895,7.2010813521555,7.10277240340969,7.01445468311737,7.02302749691754,,,
Starwood Waypoint - Invitation Homes,32703,0,0,0,4,6.10363535922371,6.27457207664394,6.41616755197645,6.25869646908671,6.30925126665416,6.0569604771168,6.10152251147959,5.9979865487343,,,
Starwood Waypoint - Invitation Homes,32707,0,0,0,4,6.02254688319975,6.79002550258603,6.84731205940633,6.78415879818006,6.96125019981425,6.95648589897941,8.04516527698641,8.00811291771033,,,
Starwood Waypoint - Invitation Homes,32708,0,0,0,4,33.98444353234,34.5940373712849,34.7737819672368,34.0678281356563,33.7762846559164,32.7489805396947,32.5614327507583,32.48662182595,,,
Starwood Waypoint - Invitation Homes,32712,0,0,0,4,5.78994489014503,5.95249316890515,7.15977822204929,8.315804605518,8.90945916900731,9.1115538592978,10.1818494758077,9.99985355060466,,,
Starwood Waypoint - Invitation Homes,32714,0,0,0,4,6.33163870081581,4.60730317301812,4.39388274671082,4.10312273770767,3.96096300192204,3.70820061638057,3.70005857259944,3.75447559459378,,,
Starwood Waypoint - Invitation Homes,32726,0,0,0,4,10.1687768578864,9.81883034128613,9.79298495428042,8.97922874383913,8.72032055456823,8.53228359307102,8.24151781452167,8.19598981775122,,,
Starwood Waypoint - Invitation Homes,32730,0,0,0,4,23.3098972417523,23.4869950125877,24.1354228658335,23.9826610171122,25.5480828019914,24.8930037557865,28.5805880211475,29.3934746216551,,,
Starwood Waypoint - Invitation Homes,32736,0,0,0,4,6.32524955984627,6.39320678652231,6.63369150760066,6.5666107870907,6.50797611006309,6.62791729165658,6.81800964622106,6.80505200212787,,,
Starwood Waypoint - Invitation Homes,32738,0,0,0,4,2.42673702782528,4.5154569364034,5.45792884515,5.42052277862111,5.44760464451451,5.55585592079969,5.69484424244125,5.6984470398309,,,
Starwood Waypoint - Invitation Homes,32746,0,0,0,4,5.28088608250091,5.29902249831823,5.51219093943886,5.732094911422,5.77896099524705,6.05463600298515,6.11096608668763,6.09305263178984,,,
Starwood Waypoint - Invitation Homes,32750,0,0,0,4,4.0057289448485,4.20654766885238,4.3806557712716,4.4624781793089,4.58943224854999,4.68981708677129,5.11694337010785,5.15738276746164,,,
Starwood Waypoint - Invitation Homes,32751,0,0,0,4,34.9432681858613,33.3579336169664,42.2346014283396,41.8048386285455,41.4054562029871,44.4003154625865,43.1577517971061,43.0101130279596,,,
Starwood Waypoint - Invitation Homes,32757,0,0,0,4,4.62138918756729,3.99991025402339,3.94349402013117,3.85097935773611,3.69918770198271,3.71082877412721,3.74624980412758,3.65012648349633,,,
Starwood Waypoint - Invitation Homes,32763,0,0,0,4,7.27731136064995,5.29472944819962,5.55809057847624,5.55693794596514,5.42921095068457,5.30092358778819,5.29266651715631,5.28493234146677,,,
Starwood Waypoint - Invitation Homes,32765,0,0,0,4,5.19951418960531,5.51492158592517,5.82249658155094,6.02166153438777,6.10205675278294,6.42498803144708,6.82016620498615,6.87579051734632,,,
Starwood Waypoint - Invitation Homes,32766,0,0,0,4,6.99107655846021,7.746717971933,7.9786672670602,7.88337195784759,7.97800579835021,8.08688123272198,8.73693562787766,8.86609037079256,,,
