merge_label,Zip5,delta_hhi,acquiror_share,target_share,merge_id,-5,-4,-3,-2,-1,0,1,2,3,4,5
Beazer/Ellington - American Homes 4 Rent,30127,0,0,0,1,4.19124036435353,3.94403470093107,3.70362760921217,3.9596882558452,4.32332461887146,4.72104397506925,5.69183508636893,6.03497746581589,6.75833333333333,7.23933548934129,7.24884927255279
Beazer/Ellington - American Homes 4 Rent,30134,0,0,0,1,9.85821661125852,9.53031922656828,9.90509932594713,7.59971047818531,6.51444092349479,8.37110984791586,10.9211476505196,12.3315179168469,9.50502575540718,9.02869028711395,8.79797687293649
Beazer/Ellington - American Homes 4 Rent,30135,0,0,0,1,13.5258905249539,13.453968251046,15.231238903711,10.5292284290374,15.1389114303658,15.5775155441428,15.8505858765872,15.9101324371209,13.6879835711904,14.6835767057871,14.5976213836111
Beazer/Ellington - American Homes 4 Rent,30152,0,0,0,1,5.67253527837929,5.366784,5.02704615868943,5.08783939783877,5.20747240969168,5.43143327035491,5.73733992943928,5.98505505518534,6.73861008560185,6.70528782963956,6.68422216804522
Beazer/Ellington - American Homes 4 Rent,30168,0,0,0,1,7.44741890427314,7.51543075351503,7.34956206747405,7.46383539482814,7.83698413051961,8.74733917661171,9.97266933874041,9.99084276429076,12.0431604594501,14.8927185344568,14.9095072670035
Beazer/Ellington - American Homes 4 Rent,30252,0,0,0,1,16.868108294172,15.8747189552033,16.2641681709299,15.9697247832324,16.902086839607,15.1447210626884,13.1259901617337,12.1847922448211,9.3823874392329,6.94703770848511,6.49154920040591
Beazer/Ellington - American Homes 4 Rent,30253,0,0,0,1,15.9873800075493,15.0946100107767,30.9146597365702,40.8617725319265,33.0016890191385,32.1929695520149,34.910357696081,29.3004556219989,26.3249557495418,26.4672707027733,22.2643989805453
Beazer/Ellington - American Homes 4 Rent,30281,0,0,0,1,5.58653051273554,5.43610833750706,5.99791448425648,5.97017481239521,4.98446371917594,5.46790227175958,6.0313855938814,6.2145123521701,6.47045912182159,5.95647541866723,6.03766540947513
Beazer/Ellington - American Homes 4 Rent,30620,0,0,0,1,23.5619847067367,18.4474616292798,19.1223054933169,17.4563943224349,25.0181646290033,29.2884427638187,28.2887725892151,26.5220034514,19.8845684454191,18.6785279135656,18.6675234340739
Beazer/Ellington - American Homes 4 Rent,30680,0,0,0,1,19.9398672600707,13.6237419037547,14.5917885183492,16.1267643614398,18.1061799553522,15.9092656670511,13.8760321610975,12.2134226651756,10.3493649223465,9.55729133636023,9.51755237853307
Beazer/Ellington - American Homes 4 Rent,32712,0,0,0,1,3.96192796239578,5.07626952764738,5.1356997882834,5.78994489014503,5.95249316890515,7.15977822204929,8.315804605518,8.90945916900731,9.1115538592978,10.1818494758077,9.99985355060466
Beazer/Ellington - American Homes 4 Rent,32771,0,0,0,1,6.37784217960376,6.77822801872664,7.46366907174571,6.48323970655654,6.61417048632091,6.74108250839328,6.71533925368083,6.73576196812892,6.95910458444586,6.99389466041983,6.97375452395122
Beazer/Ellington - American Homes 4 Rent,32825,0,0,0,1,9.78335537860978,9.77397904267817,9.70839887278921,9.86521789028748,10.3398114573635,11.7563766803108,13.7118637784343,10.8492494207477,10.980921666116,11.555802936095,11.7264399124915
Beazer/Ellington - American Homes 4 Rent,32828,0,0,0,1,2.68214653280461,2.79058981164163,2.67089956925674,2.90998939974365,3.41317104054348,3.6214998583641,3.66580915170992,3.64188244678286,3.86732394657947,4.0894765247945,4.26923156415344
Beazer/Ellington - American Homes 4 Rent,34744,0,0,0,1,12.1202106330006,12.260720117634,12.0542805597683,12.4616741173917,13.2842193439313,13.0251553497151,13.0712855498876,13.1922633128303,13.4192030137168,13.3942652486043,13.6406726746224
Beazer/Ellington - American Homes 4 Rent,34761,0,0,0,1,5.2392060695303,5.37794848076575,5.29194541265105,5.54439077638507,5.76524017612525,5.93270317637211,5.82265752738324,5.74024579321965,5.91394795186491,5.90487192167134,5.71310254958535
Beazer/Ellington - American Homes 4 Rent,34772,0,0,0,1,3.5628895686946,2.51555272688157,2.49519146412699,2.66643533463346,3.59309572836196,4.05024790310441,4.31617071242094,4.73196057507011,5.0797129797736,5.60057576431392,6.26857254113696
Beazer/Ellington - American Homes 4 Rent,75249,0,0,0,1,8.12542682495046,8.56213117853696,8.15939527565058,7.9664570230608,8.33900449539438,8.68406675037622,8.50664643519061,8.77973817580103,8.39022201033648,8.60688340931461,8.53583767539322
Beazer/Ellington - American Homes 4 Rent,76053,0,0,0,1,7.00776533417711,7.18675210472835,5.82109014881229,5.9548015208347,7.43111362191936,7.42819560257989,7.3927054266505,7.58938401183833,6.01437980515004,9.22224620650882,10.1891240567685
Beazer/Ellington - American Homes 4 Rent,76209,0,0,0,1,8.36079889789296,8.73152626643366,11.8148757007573,11.1658286556223,10.9835197224382,11.0182682668011,10.9378633484784,11.0909457551926,10.8788381346273,10.6293155779251,10.4934022193762
Beazer/Ellington - American Homes 4 Rent,77373,0,0,0,1,6.25015400103489,6.42012072653855,6.42228092846612,6.50766117820776,6.83948197585082,6.95621152945906,7.14891344706338,7.5824003579577,8.49726376980899,9.00434386148326,8.99897480015543
Beazer/Ellington - American Homes 4 Rent,77407,0,0,0,1,24.166325797933,17.8236461313117,11.7322425606333,10.6766509855754,5.1008074321807,4.22130608306653,3.7172932903739,3.11971450004065,3.09919097623524,3.056910398345,3.06705881333975
Beazer/Ellington - American Homes 4 Rent,77489,0,0,0,1,5.8343167903784,5.73638983386143,5.89506238383896,5.82490581003371,5.35390883175758,5.3468225041205,5.5142628843186,5.46036328427187,6.23980198141729,6.67946959304984,6.68403689568915
Beazer/Ellington - American Homes 4 Rent,85008,0,0,0,1,5.94769822585812,5.9475723635567,7.71319178558998,8.77930393194285,7.5767076182143,7.43230398991837,7.44585786168177,7.42955734266445,7.44421068993886,9.22659063019201,9.19354303860679
Beazer/Ellington - American Homes 4 Rent,85022,0,0,0,1,209.221865124862,209.849869182282,207.603236899829,206.418875208863,204.977225567632,204.313163357188,204.09947682317,202.465785428098,202.115184970091,201.266838279227,200.987967867927
Beazer/Ellington - American Homes 4 Rent,85032,0,0,0,1,5.69399767474361,4.5964429913159,4.36677893900096,4.43443359774252,4.40723075173304,4.47379281503225,4.38667464931603,4.26960556013609,4.28785800093731,4.88636199649555,5.01675296491461
Beazer/Ellington - American Homes 4 Rent,85033,0,0,0,1,2.80473333511711,2.86534812993076,3.14884585160215,6.12728405836677,8.24467916416066,8.34745190749434,8.79358462022602,8.99757352756714,9.65893523475736,10.7074748277118,10.6461815663158
Beazer/Ellington - American Homes 4 Rent,85037,0,0,0,1,4.55929308680478,4.82148929688462,5.02617509467587,9.27047554762827,11.6477626049321,12.0530821215575,12.8425929704571,13.0651304666696,13.4446653982654,14.4708618980069,14.4178369145787
Beazer/Ellington - American Homes 4 Rent,85041,0,0,0,1,3.89781070771088,4.16561123045974,4.65291769646214,7.42287596630028,8.36921433151656,8.15220227464186,8.53067229208464,7.85079237509484,8.09825473483615,9.87108256676278,9.92556754733331
Beazer/Ellington - American Homes 4 Rent,85042,0,0,0,1,4.26064398934442,4.29981103025168,4.69006936559529,4.76192162124844,4.89529227913198,6.68772561848557,7.04552861574093,7.16519064359113,7.36872776087575,8.19529370004588,7.37445344650206
Beazer/Ellington - American Homes 4 Rent,85043,0,0,0,1,9.48468700355929,9.90763444051755,10.0029806255448,14.0232582244809,18.1777516766079,26.8323312609206,26.9279734578141,27.3621799708264,27.8713771171648,29.5288994880378,31.3583933391042
Beazer/Ellington - American Homes 4 Rent,85083,0,0,0,1,15.3932733050847,15.4063418271128,15.0966872410696,15.4343230804956,15.8245851188887,15.8694271899887,15.9063305646197,15.8129494655318,15.8797606529995,25.0156143213574,25.211737773153
Beazer/Ellington - American Homes 4 Rent,85085,0,0,0,1,7.34495246717972,6.98507785594402,6.73680136447494,60.2808548181551,59.5719993526189,58.976953300198,58.2252874821234,56.6946152180975,56.419949516237,54.1940624282599,54.4221650539707
Beazer/Ellington - American Homes 4 Rent,85086,0,0,0,1,1.20954437880816,1.19892951430085,1.22329087004505,1.21390518147882,1.26055924134067,1.25093226515681,1.25815729717209,1.24531586507716,1.22636756929979,1.24840152753444,1.23694812552739
Beazer/Ellington - American Homes 4 Rent,85122,0,0,0,1,9.11346075332468,11.7215508327774,11.6313087775472,12.6341832337646,12.5352068726576,11.8760881464836,11.8401920104624,11.7963170922828,11.0536411443329,10.6957483710952,10.6499303590829
Beazer/Ellington - American Homes 4 Rent,85138,0,0,0,1,10.6355008759085,10.0395274620758,8.54410004925726,9.05149649113816,8.9685711468911,9.67112342681789,9.64416045069778,13.220995687179,26.4932346115373,28.5687198786818,28.1036123017879
Beazer/Ellington - American Homes 4 Rent,85140,0,0,0,1,66.8993872847504,64.4597936554353,53.1896108374123,47.5318030973451,43.6621272183574,39.1463093874056,30.0519468305999,27.5601834656891,23.2523835700258,9.71189828253752,10.4407648564413
Beazer/Ellington - American Homes 4 Rent,85142,0,0,0,1,11.0125822122974,10.8186301192462,13.0063538339457,14.7471300446009,14.7359416302608,14.3973323490128,14.8230173240431,15.3722749944651,17.8061617073814,25.4403736065852,24.6556835093987
Beazer/Ellington - American Homes 4 Rent,85143,0,0,0,1,3.03158754673491,2.36495888023552,2.31669326691318,3.21583770645232,2.95944968621239,2.80376417633697,2.74603704709832,3.71351734867112,4.62319063928759,8.83669565395144,10.0851377986541
Beazer/Ellington - American Homes 4 Rent,85207,0,0,0,1,3.77098433900341,3.69342877097289,2.29074266556872,2.18551875224423,2.31366405764228,2.32671535145931,2.44991851815869,2.42921972928662,2.35137051039698,2.38977379561408,2.36767305516046
Beazer/Ellington - American Homes 4 Rent,85208,0,0,0,1,1.58943662142992,1.60168802792719,1.64053534261494,1.98968999364452,2.38023979056723,2.47396796220299,2.64199441751957,2.81821030721598,2.97749448554077,3.45202824978886,3.44637165191005
Beazer/Ellington - American Homes 4 Rent,85209,0,0,0,1,285.629171517252,285.815254080781,284.448787263112,282.713122627336,277.199906252472,275.274175568018,273.853610089073,272.763000022182,272.552235529714,269.22392339923,269.081904990938
Beazer/Ellington - American Homes 4 Rent,85212,0,0,0,1,17.2422523720355,16.2820403740216,15.3126325678914,15.5877895499313,15.4986391082808,15.4729019017762,15.6336708376031,13.7810195111159,11.3286044270047,13.0557333739775,12.8587257065252
Beazer/Ellington - American Homes 4 Rent,85224,0,0,0,1,25.2052589699074,25.2448932649902,25.131274942239,26.5603488997458,26.539529998965,26.7052806418791,26.2900459743216,17.4809746093885,26.9718842240362,20.5828065413715,20.1615713642427
Beazer/Ellington - American Homes 4 Rent,85225,0,0,0,1,4.28986156828942,4.28488922322794,4.27361336004435,4.60123719596111,4.81731202963799,4.74432207884742,5.71364484945157,5.55027784736757,5.83703153940854,6.12963586586825,6.11396888877484
Beazer/Ellington - American Homes 4 Rent,85226,0,0,0,1,26.1813930085419,26.7740922552012,26.5931002238051,26.6192316390418,26.4295906230217,27.1099219965892,26.9697506971366,27.0508311369058,27.0027898172494,24.4770178390899,24.8362082525217
Beazer/Ellington - American Homes 4 Rent,85234,0,0,0,1,3.86523965034221,3.98625464554824,4.14663866489971,4.45128111185347,4.84598222178718,4.84297125311499,4.97325383918334,5.28800881688955,5.26473870133073,5.65283094987195,5.6525545886336
Beazer/Ellington - American Homes 4 Rent,85249,0,0,0,1,1.76726732382829,1.63985992258438,1.53846923812241,1.48008354869265,1.48316908099122,1.38389104799998,1.37822608227813,1.36273368395303,1.37097228903666,1.413444309871,1.40295404258007
Beazer/Ellington - American Homes 4 Rent,85251,0,0,0,1,16.8298125433393,13.1333219496507,16.9637216358672,16.6725574729015,16.7536582710216,16.0301572817589,15.8982243518489,29.2909201870612,29.1219676493835,28.9397956953116,29.6774769368879
Beazer/Ellington - American Homes 4 Rent,85260,0,0,0,1,28.225729796575,28.232207062486,39.63002452173,39.29668260505,39.1254759264491,39.2486554585961,39.3754025172935,39.3511908761086,39.430621487192,39.4035030553227,39.4386280348235
Beazer/Ellington - American Homes 4 Rent,85286,0,0,0,1,5.00864515745533,7.55671543217331,7.4053762641285,7.42993993951726,7.44424493781626,7.38078830867881,7.69095524394939,7.56757823310533,7.54569264109011,6.27179428673469,6.24723187637172
Beazer/Ellington - American Homes 4 Rent,85295,0,0,0,1,23.1871640122274,23.0496340151342,22.4864273758778,21.4912663007516,29.6508513564138,37.5920560860908,38.2087098606225,38.4103745541023,38.266378910913,39.0550426959538,33.895112753296
Beazer/Ellington - American Homes 4 Rent,85296,0,0,0,1,8.20573482860938,8.10685599968751,7.72392260371296,8.72274847465727,6.00686300334618,5.08922782084006,5.27771872637944,6.0199490175025,6.1658254264845,9.6425726879436,11.9426168472516
Beazer/Ellington - American Homes 4 Rent,85297,0,0,0,1,9.72248268626961,8.90046693152215,7.47297034335717,7.10674500111059,5.88549181797395,5.51911830061724,5.78395390115773,5.44296964810411,5.39652477164118,4.44742588040366,4.21224459525177
Beazer/Ellington - American Homes 4 Rent,85298,0,0,0,1,6.21248803347169,4.4608096314603,3.95678134668193,3.99608988620935,3.72680964132167,3.77344585874102,3.86779796542723,3.76440731733108,3.54218815397419,3.18837457766761,3.19982600614742
Beazer/Ellington - American Homes 4 Rent,85302,0,0,0,1,8.04168841351009,8.21355305910085,6.96821518874378,9.35190261379195,10.4539972428481,10.576160863986,10.6527373486487,10.7143108717128,10.9409132249318,13.906852656613,13.7750090620734
Beazer/Ellington - American Homes 4 Rent,85303,0,0,0,1,10.6192446215417,11.0814312031717,10.7281430990328,12.7853675008272,13.9037351209276,13.976494934612,14.7926303306838,14.7834197285688,15.301429271204,17.7324629928778,17.7071479841039
Beazer/Ellington - American Homes 4 Rent,85304,0,0,0,1,4.12516472786177,4.20413441803023,4.27409577913552,5.45170012728746,6.22097062618494,6.28122010840685,6.31613967714447,6.37564549845802,6.61678209834636,8.44362293122843,8.43655489809336
Beazer/Ellington - American Homes 4 Rent,85305,0,0,0,1,27.1883420047155,28.6662675138825,23.1216305062459,22.1977039102392,20.9736948798832,20.6746793464397,21.0594936534757,22.0946842158963,22.3250424353999,22.5391844432882,22.5290225026015
